ID,brand,NIC,owner,image
010275411,red pineapple media,"35, 38",Red Pineapple Media GmbH,No Image
010321933,APPLEGREEN,"1, 29, 43",Petrogas Group Limited,No Image
010400828,Kapplerpharma,5,Kappler Pharma Consult GmbH,No Image
010633279,KOPPARBERG NAKED APPLE,33,KOPPARBERGS BRYGGERI AB,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP3VAOGXK32MUOQNMPTR5R2WM5KYILRVVG4EVAW3FU3Z54HJZMRUEI
010856607,ROBINSONS Fruit Shoot Apple &amp; Blackcurrant,"29, 30, 32",Robinsons Soft Drinks Limited,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP3VAOGXK32MUOQNMPTR5R2WM5KYIO52EFWLII526QRWIYLAWEOLMC
010866011,ROBINSONS Fruit Shoot TM low sugar apple 200mle,"29, 30, 32",Robinsons Soft Drinks Limited,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP3VAOGXK32MUOQNMPTR5R2WM5KYJYKGU6GQTRPO6D7PF5N2EZ7L7G
010922441,A APPLESKIN,"3, 25, 28","GONZALO MAGAÑA BERTRAND, Mª DE LOS REYES GARCIA LAZARO",https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP3VAOGXK32MUOQNMPTR5R2WM5KYKKNUCBS5HPI6AZW3BLNG4EYXOM
010931848,PAPPLE,"29, 31, 32","Associated International Group of Nurseries, INC.",No Image
011105137,APPLE VACATIONS,"39, 43","The Coryn Group II, LLC",https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZYLQBWJVJISVFFJYFI5V3HXMFMBWTLBGGABCMFOP3YCAXXKHPTSG
011182532,APPLE EARPODS,"9, 28, 35, 38, 41",Apple Inc.,No Image
011290211,Apple of Eden,25,ShoeShooting GmbH,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZYLQBWJVJISVFFJYFI5V3HXMFMOHC7W5CFGXTFQP7GLSTCLEZXZI
011541737,APPLE LIGHTNING,"9, 28, 38, 42, 45",Apple Inc.,No Image
011580801,WILD APPLE,"16, 45","Wild Apple Graphics, Ltd.",No Image
011586112,APPLE BITE,"32, 33, 43","Diageo North America, Inc.",No Image
011595519,SMIRNOFF APPLE BITE,"32, 33, 43","Diageo North America, Inc.",No Image
011655552,APPLEY GOODNESS,"29, 31, 32",Flevosap B.V.,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZYLQBWJVJISVFFJYFI5V3HXMFMNCHHTD6L2L37IGI5A5MMUW2GSW
011715471,Frutello Bubbles Green Apple &amp; Elderflower,33,SIS Industries OOD,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZYLQBWJVJISVFFJYFI5V3HXMFMFOZENQ4UOR5EF2QQ4XTWJZJOSI
011996428,CURIOUS APPLE,33,Curious Brewery Limited,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZYLQBWJVJISVFFJYFI5V3HXMFMICJCIESNTEELW7LFYCQKSPSFFG
012059275,S'APPLE,33,Kirge Holding GmbH,No Image
012101275,LÄPPLE,"6, 7, 9, 12, 35, 37, 40, 41, 42",LÄPPLE AG,No Image
012105482,LÄPPLE,"6, 7, 9, 12, 35, 37, 40, 41, 42",LÄPPLE AG,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZ5LJ5IFTCN6VF6M4KGCRSPGABGSILSXTBNTHBHRHAZAPJ6EHYKT2
012212221,DESIGNED BY APPLE IN CALIFORNIA,"9, 38, 42",Apple Inc.,No Image
012238556,ABSOLUT COUNTRY OF SWEDEN ÄPPLE,33,The Absolut Company Aktiebolag,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZ5LJ5IFTCN6VF6M4KGCRSPGABGROIS67HPNYRRHLYR6PUINUGQFO
012280491,APPLE DOPPIO,34,"Starbuzz Tobacco, Inc.",No Image
012349321,WIFI PINEAPPLE,"9, 35, 42",Hak5 LLC,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZ5LJ5IFTCN6VF6M4KGCRSPGABGW4KBQXOLZTIMFYG3PYPPRH2XGY
012349346,WIFI PINEAPPLE,"9, 35, 42",Hak5 LLC,No Image
012558276,Grapplesnake,"25, 28, 41",Farid Soliman,No Image
012559746,HOW 'BOUT THEM APPLES,3,"SHIPMAN ASSOCIATES, LLC",No Image
012629176,RIEDEL BIG APPLE,21,GRUND &amp; MOBIL VERWALTUNGS AG,No Image
012630761,RIEDEL APPLE NY,21,GRUND &amp; MOBIL VERWALTUNGS AG,No Image
012646949,"FRUITIZZ Raspberry, Apple &amp; Grape",32,The Coca-Cola Company,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZ5LJ5IFTCN6VF6M4KGCRSPGABG2UGKGF2YESGVSA62QFXQ7LHKK2
012768198,TRAIL GRAPPLER,12,Toyo Tire Corporation,No Image
012768263,MUD GRAPPLER,12,Toyo Tire Corporation,No Image
012881306,"4,5% alc THE GOOD CIDER OF JOYOUS APPLE 25cl",33,ENVASADOS EVA S.A.,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZ5LJ5IFTCN6VF6M4KGCRSPGABG32IPAZXRIUMK3TOLSZ3KOVX5QM
012935235,STRONGBOW APPLE CIDERS,33,Heineken Brouwerijen B.V.,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZ5LJ5IFTCN6VF6M4KGCRSPGABGRQ55XVNFJHG4ZPBZQ6UN2KS5GG
012958989,"COPELLA BOXFORD FARM, SUFFOLK CLOUDY APPLE MADE FROM HAND PICKED APPLES","21, 30, 32",Tropicana Products UK Ltd.,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZ5LJ5IFTCN6VF6M4KGCRSPGABG4RFLBRMJ2HZZB4ZQD5U5FI46X4
013008917,Applewood,29,Norseland Ltd,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJPRXFNG5NWZI3B3T3FAR2FHSQECA
013026943,drench juicy spring water blackcurrant &amp; apple,32,Britvic Soft Drinks Limited,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJPXR5NN72GFNZNV4T3HSFZXK5WD4
013034228,ROBINSONS Fruit Shoot Apple no ADDED SUGAR,32,Robinsons Soft Drinks Limited,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJPV66E3QCA4E4MPVHBEHEYBB7WQ2
013034319,ROBINSONS Fruit Shoot Apple &amp; Blackcurrant no ADDED SUGAR,32,Robinsons Soft Drinks Limited,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJP5LSCS5UFDETAK4NQMLPQ6I6BCE
013034434,ROBINSONS Fruit Shoot My-5 Apple &amp; Blackcurrant,32,Robinsons Soft Drinks Limited,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJPW5S3CKSURWIZAHROR2UJCW7WLU
013034491,ROBINSONS Fruit Shoot My-5 Orange &amp; Pineapple,32,Robinsons Soft Drinks Limited,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJP5XPORPVTVQL465LXN2CB4JZINO
013034566,ROBINSONS Fruit Shoot hydro ORANGE &amp; PINEAPPLE,32,Robinsons Soft Drinks Limited,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJPRP35L4OJOEDNI3YA5H7JHACOB4
013034699,ROBINSONS Fruit Shoot Apple &amp; Blackcurrant,32,Robinsons Soft Drinks Limited,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJP7T5PF76SNLGT6E4SE5PX2KDYGY
013034756,ROBINSONS Fruit Shoot Apple &amp; Blackcurrant no ADDED SUGAR,32,Robinsons Soft Drinks Limited,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJPZW2ENYBIHOPGECTNZYGE5435YS
013046156,GREEN APPLE HOME STYLE,"4, 11, 16, 20, 21, 24, 26, 27, 28, 42",Green Apple International Trading,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJPYKLSZRXGWLGUROM4AEDVROT4LM
013059597,CAPTAIN APPLEHEAD,"29, 31, 35",Greenyard Fresh Germany GmbH,No Image
013088117,APPLE CIDERS STRONGBOW GOLD 1887 STRONGBOW APPLE CIDERS,33,Heineken Brouwerijen B.V.,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJPYAJZIVIKMRWQHZUGIVWKPICBXE
013090411,APPLEKISS,"35, 38, 42",APPLEKISS S.R.L.,No Image
013129581,APPLETON ESTATE,"25, 32, 33",J Wray &amp; Nephew Limited,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJP5F2NZTEQUPFHS7G6REFMO7Q642
013129705,APPLETON ESTATE,"25, 32, 33",J Wray &amp; Nephew Limited,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJP3COJJQOPILD2I43KEMMO2LCDL4
013129754,APPLETON ESTATE,"25, 32, 33",J Wray &amp; Nephew Limited,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJP7XHBUEBEUZMBESU5RZZN724HEU
013175872,APPLETON,"35, 41, 45",Kamaljeet Sonia Kaur Dhesi,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJP6EJI6MI7LJX3JGUD4FHVABOWYY
013175898,APPLETON COMPANY SERVICES LIMITED,"35, 41, 45",Kamaljeet Sonia Kaur Dhesi,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJPWLTIS3O3PHFFINK2GNV6PKZLE4
013191994,APPLE CARPLAY,"9, 12, 39",Apple Inc.,No Image
013240726,APPLE WATCH,"9, 10, 14, 28, 41, 44",Apple Inc.,No Image
013240981,APPLE WATCH,"35, 36, 37, 38, 41, 42, 45",Apple Inc.,No Image
013245089,ROBINSONS APPLE BERRY BLITZER,32,Robinsons Soft Drinks Limited,No Image
013245105,TOFFEE APPLE TANGLE,32,Robinsons Soft Drinks Limited,No Image
013261391,SNAKE &amp; APPLE,"35, 41, 43",Elegantes Rare Perfumery S.à r.l.,No Image
013287321,APPLEBEE'S,"29, 30, 32, 33, 43","Applebee's International, Inc.",No Image
013300629,Indian as Apple Pie,"9, 16, 29, 30","Neharia, Inc.",https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJPU6BI7UHIZB6NP7USAM2WCIEHJO
013300686,AS APPLE PIE,"9, 16, 29, 30","Neharia, Inc.",No Image
013339437,Midnight Apple,"34, 35","Pure Laboratories, LLC",No Image
013344452,Capri-Sonne BanApple,"29, 32",Capri Sun AG,No Image
013344478,Capri-Sun BanApple,"29, 32",Capri Sun AG,No Image
013359187,R Robby Bubble Apple Lemon,32,Schloss Wachenheim AG,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJP53D4DG5UTWCLHWLZVOIVHBAP2C
013367941,BIG APPLE,"20, 35",Robert Klun,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJP5QHJUH4YP66HW5X2OXMKWKTYKK
013443718,MOGU MOGU Pineapple Flavored Drink with Nata de Coco Gotta Chew,32,Sappe Public Company Limited,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJPZMGHW6HHQUB4VZWTRYCPSUE6QG
013470381,REKORDERLIG CIDER FESTIVAL ÄPPLE CIDER,"32, 33",Aktiebolaget Åbro Bryggeri,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJPZSHDUJSMROXZNZFITWPIZYMOX6
013470455,REKORDERLIG DRY ÄPPLE CIDER,"32, 33",Aktiebolaget Åbro Bryggeri,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJP7LXN6LF3XOLVCGVZDLFWW3ZSZY
013470497,REKORDERLIG FESTIVAL APPLE,"32, 33",Aktiebolaget Åbro Bryggeri,No Image
013475876,APPLE JUICER,"7, 35, 37",Thompe B.V.,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJP62Z3EC4SZU6DDXBQACP2YLEN4S
013499066,APPLE SWIFT,"9, 41, 42",Apple Inc.,No Image
013504527,APPLEWOOD,"29, 30, 31, 32",Norseland Ltd,No Image
013542766,APPLEGATE,29,"Applegate Farms, LLC",No Image
013543004,APPLEGATE,"29, 30, 43","Applegate Farms, LLC",https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJPZBDVVIC7MFLK3U2655KRHSYOHW
013575378,FALLING APPLE,33,Carlow Craft Brewery Limited,No Image
013585815,APPLE PAY,"9, 28, 35, 36, 38, 42, 45",Apple Inc.,No Image
013602768,Works with Apple CarPlay,"9, 28",Apple Inc.,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJPUM7RYIB7UJ2DDNEYLE73IZST46
013630272,ROBINSONS Fruit Shoot My 5 Orange &amp; Pineapple 1 OF YOUR 5 A DAY,32,Robinsons Soft Drinks Limited,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJPUHNXXTQPKEFMBSV7ALSPWHOS5S
013630281,ROBINSONS Fruit Shoot My 5 Apple &amp; Blackcurrant 1 OF YOUR 5 A DAY,32,Robinsons Soft Drinks Limited,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJP2RRBRY3PBAB43REZ3RFA5U7DGO
013630306,ROBINSONS Fruit Shoot hydro ORANGE &amp; PINEAPPLE SPRING WATER DRINK no added sugar,32,Robinsons Soft Drinks Limited,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJPZBMNOKYD2PIFABYD2EXJRYHAHA
013634852,JOJO BUSTERS TANGY CANDY DOUBLE FLAVOR APPLE CHERRY,30,Gujranwala Foods Industries (Pvt.) Ltd.,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJP7OZBWOEF5YMVDTAULQG4XPFFW6
013684444,GOLD APPLE STRONGBOW APPLE CIDERS,"32, 33",Heineken Brouwerijen B.V.,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJPXZ44O6DTBAM2N2WD4AGS63PRH2
013684543,STRONGBOW APPLE CIDERS RED BERRIES,"32, 33",Heineken Brouwerijen B.V.,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJPVLK2EQGRPNSWH3M5IYRS45LIAG
013701354,SMIRNOFF ELECTRIC APPLE,33,"Diageo North America, Inc.",https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJPQP572AGTFKGB7VPYALNFBRH3DK
013739347,HAPPYAPPLES PRODUCTS,"29, 32, 35",Ilona Gál,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJP7GA46APMX6K4O6BCANDYYODP44
013761572,Aqua Apple,32,United Innovation Drinks AG,No Image
013855341,APPLE AMERICANO,"4, 5, 34","Starbuzz Tobacco, Inc.",No Image
014170526,AppleActiv DAPP,"1, 5, 29",Vergers Leahy Inc./Leahy Orchards Inc.,No Image
014172563,Happle!,"31, 32",VOG Verband der Südtiroler Obstgenossenschaften,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP22D5TH4HWBU7ERIQHFIMFEQUQOFTKRPMSG2FZQZZC5BMYOOQUT3G
014221022,SHARK ENERGY DRINK Apple &amp; Melon,32,OSOTSPA PUBLIC COMPANY LIMITED,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP22D5TH4HWBU7ERIQHFIMFEQUQONBJQA5M6LI3BJSXKDGOZ25AEKY
014271654,APPLE MUSIC,"9, 38, 41, 42, 45",Apple Inc.,No Image
014322945,CRYSTALDEXTROAPPLE,"5, 30, 32, 33",NATURALIA INGREDIENTS S.R.L.,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP22D5TH4HWBU7ERIQHFIMFEQUQODAQ7TTKTXALDDTX2QS47OFGUD4
014332977,CRYSTALFRUCTOAPPLE,"5, 30, 32, 33",NATURALIA INGREDIENTS S.R.L.,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP22D5TH4HWBU7ERIQHFIMFEQUQOHQ4XOZOH2GJOLI2J25FV6QGII6
014332993,CRYSTALSWEETAPPLE,"5, 30, 32, 33",NATURALIA INGREDIENTS S.R.L.,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP22D5TH4HWBU7ERIQHFIMFEQUQOADROV5KLNDTLPRAJO4TRNFARSY
014338164,THE GOOD CIDER OF SAN SEBASTIAN APPLE,33,ENVASADOS EVA S.A.,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP22D5TH4HWBU7ERIQHFIMFEQUQONUBAR7IWKLIGVFM2MUGLZKWGAE
014350078,Indian Spiced Apple,"4, 5, 34","Starbuzz Tobacco, Inc.",No Image
014364269,VIA ANANAS VIA PINEAPPLE,5,POST SHOP s.a.r.l.,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP22D5TH4HWBU7ERIQHFIMFEQUQOBD2N4NUSWQG3HKYMMYB7E2YYFC
014395693,SQUASHED APPLE CIDER 5% ALC/VOL 330ml THE BAROSSA CIDER CO,"32, 33",The Barossa Valley Cider Company Pty Ltd,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP22D5TH4HWBU7ERIQHFIMFEQUQOCIMJIUBZ7S5ZQA6GQYTVSEDT32
014413751,Mela Mila Premium Apples PANTONE 485 C C:4 M:97 Y:98 K:1 PANTONE 803 C C:3 M:2 Y:98 K:0 Simple Snails ver 4.0 Myriad Pro Condensed Zalacznik nr 1,"29, 31, 32",OPC sp. z o.o.,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP22D5TH4HWBU7ERIQHFIMFEQUQOKQSAA2F5P2XJZWQOKNHSAJ5NXG
014470983,SMIRNOFF ELECTRIC APPLE,33,"Diageo North America, Inc.",https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP22D5TH4HWBU7ERIQHFIMFEQUQOJYNQS7YBQWGKMQWKBO4JGUDLLE
014532204,Ice Apple,34,André Schenk,No Image
014595706,GR apple The way of FRUITS de PONENT,31,"GRUP COOPERATIU FRUITS DE PONENT, S.C.C.L.",https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP22D5TH4HWBU7ERIQHFIMFEQUQOHYMUORNJBNDCFU2SBW2JS7CKDW
014654412,Apple Delight,"35, 44",Hargreaves Plants Ltd,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP22D5TH4HWBU7ERIQHFIMFEQUQOJ427KUCED2MBPNSQRD3N5722KC
014688791,APPLE PENCIL,9,Apple Inc.,No Image
014702071,Eco-friendly orchards French apple growers'quality charter,"29, 31, 32",ASSOCIATION NATIONALE POMMES POIRES,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP22D5TH4HWBU7ERIQHFIMFEQUQONPVS4XDXJGPAHB7GVEKH7GPRWW
014745202,APPLE HEALTHKIT,"9, 10, 14, 42, 44",Apple Inc.,No Image
014745228,APPLE HOMEKIT,"9, 11, 37, 42",Apple Inc.,No Image
014796635,APPLE NEWS,"9, 16, 35, 38, 41, 42, 45",Apple Inc.,No Image
014796676,APPLE NEWS FORMAT,"9, 16, 42, 45",Apple Inc.,No Image
014796692,APPLE NEWS PUBLISHER,"9, 35, 41, 42, 45",Apple Inc.,No Image
014797203,frozen apple,34,Zain Ali Hussain,No Image
014801229,STARAPPLE,"35, 41, 42",Star Apple B.V.,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP22D5TH4HWBU7ERIQHFIMFEQUQOFXUMTEJ6OJSM77SRIMEQTEIUW4
014813711,APPLEGIN CONNECTING FLAVOR,"33, 35","LUXURY FOOD AND DRINK SPAIN, S.L.",https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP22D5TH4HWBU7ERIQHFIMFEQUQOPE7T5CB44C3FNECIXB43VI6P5Y
014818793,APPLE TVOS,"9, 28",Apple Inc.,No Image
014823314,APPLE REPLAYKIT,9,Apple Inc.,No Image
014827224,APPLE MUSIC CONNECT,"41, 42, 45",Apple Inc.,No Image
014830947,APPLE GAMEPLAYKIT,9,Apple Inc.,No Image
014866041,APPLE WALLET,"9, 35, 36, 41",Apple Inc.,No Image
014875231,POLISH APPLE FARM,33,CHATAM INTERNATIONAL INCORPORATED,No Image
014881478,APPLE T,"5, 29, 30, 32",ANDROS,No Image
014976501,AppleChef,"29, 30, 32",A28 FOOD INC,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP22D5TH4HWBU7ERIQHFIMFEQUQOOBNE2QKGCUDDCAABGAIZMFNE2W
015025315,NUESKE'S APPLEWOOD SMOKED MEATS,"29, 35","Nueske's Meat Products, Inc.",No Image
015026883,APPLEWOOD SMOKED,"29, 35","Nueske's Meat Products, Inc.",https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZ6UO3JD7WNBUUFWG4IW56GENJKYPIAOHVTGXHXJU3BNQ45MOH5U6
015031917,Apple paple,33,"Rafał Pawliński, Jarosław Goławski",https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZ6UO3JD7WNBUUFWG4IW56GENJK3C5AAFMVQY5PL7K5JP2YN4C6M2
015034127,INTIMEA WILD APPLE,35,ORBICO d.o.o.,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZ6UO3JD7WNBUUFWG4IW56GENJKVPXWXI426LKANE52EM553BLADC
015043532,APPLE 3D TOUCH,"9, 14",Apple Inc.,No Image
015075121,Dapple,"18, 25",E O Neill,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZ6UO3JD7WNBUUFWG4IW56GENJKU2TJVFX4TZT2QW7DRDTSYMM4JI
015087059,Made for Apple Watch,"9, 10, 14",Apple Inc.,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZ6UO3JD7WNBUUFWG4IW56GENJKWYQRCSXG3V32LGBDMTR24KKIIK
015090954,OZAI Double Apple,"30, 31, 32",Summit Goal Food &amp; Beverages Limited,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZ6UO3JD7WNBUUFWG4IW56GENJK5XVBTCLOAA5UCIFZ66F4J6SUXI
015091051,FIFA APPLE,31,Summit Goal Food &amp; Beverages Limited,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZ6UO3JD7WNBUUFWG4IW56GENJK3AJNZSXD3EPKNK5VSILGD5S6EU
015103641,THRAPPLEDOUSER,32,The Innis &amp; Gunn Inveralmond Brewery Limited,No Image
015109994,APPLE HOUR,"29, 32, 35",IDM Südtirol,No Image
015121296,Bad Apple,"32, 33",Carlsberg UK Limited,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZ6UO3JD7WNBUUFWG4IW56GENJKRTBUS5WVUHRQ2ODK322L7MLYHY
015129745,FRESH APPLE,"35, 42",Fresh Apple B.V.,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZ6UO3JD7WNBUUFWG4IW56GENJK4YWX2WVJJNG7KR3U2ENJ4RMAAW
015177298,APPLE SMART CONNECTOR,9,Apple Inc.,No Image
015203219,Apple of Eden,"18, 24, 25",ShoeShooting GmbH,No Image
015211824,Appletinies tiny tasty,29,3fruits &amp; friends,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZ6UO3JD7WNBUUFWG4IW56GENJKXWFVY5OVOVB7SXWWZEYV2CZCJC
015248991,APPLE TRUE TONE,9,Apple Inc.,No Image
015295595,Applepitsch,"32, 33",PETER BUSCH GmbH &amp; Co. KG,No Image
015309834,BLOSSA VINTERÄPPLE,"32, 33",Anora Sweden AB,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZ6UO3JD7WNBUUFWG4IW56GENJK5VPU3TMCW5YIZRHMMBSIG6SJOU
015328693,Applepitsch,"32, 33",PETER BUSCH GmbH &amp; Co. KG,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZ6UO3JD7WNBUUFWG4IW56GENJKRCMKPLNMC3YEAGG5T2G7LJYQCC
015377864,CARAMEL APPLE PIE,"5, 30, 32",R. Seelig &amp; Hille GmbH &amp; Co. KG,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZ6UO3JD7WNBUUFWG4IW56GENJKQTINHUUWUOJTLP4WOI4B4JQYYW
