ID,brand,NIC,owner,image
009927989,Finnpetrol Gmbh &amp; Co. KG FPG,39,FPG Finnpetrol GmbH &amp; Co. KG,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPYAKYLUC3OKTBFWWBLUAGFCOSH7L64CYY4YSPL6MMAIMHMRG4I6SY
010885846,FLYING BLUE PETROLEUM,"9, 35, 38, 39, 41","société Air France, société anonyme, Koninklijke Luchtvaart Maatschappij N.V.",No Image
011070398,CAIRN PETROLEUM,"16, 35, 37, 39, 40, 41, 42",Vedanta Limited,No Image
011192366,"G Petróleos de Portugal Petrogal, s.a.","1, 2, 3, 4, 6, 9, 16, 17, 19, 35, 36, 37, 38, 42, 43","Galp Energia, S.A.",https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZYLQBWJVJISVFFJYFI5V3HXMFMMLITESXR6OO6FMLSM67KOUXZ7Y
011348877,HELLENIC PETROLEUM Energy for Life,"1, 4, 37, 39, 40, 42","HELLENIC PETROLEUM SINGLE MEMBER S.A. REFINING, SUPPLY &amp; SALES OF OIL PRODUCTS &amp; PETROCHEMICALS",https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZYLQBWJVJISVFFJYFI5V3HXMFMHUDDBXGQ545QLNUU4WQOZJXZJ4
011793635,TP TÜRKIYE PETROLLERI,"1, 4, 35, 39, 40",TÜRKIYE PETROLLERI ANONIM ORTAKLIGI,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZYLQBWJVJISVFFJYFI5V3HXMFMBODP3MB7VDZCRTS73ORFW5T6QO
011881455,PETROLO,33,PETROLO SOCIETA' AGRICOLA SOCIETA' SEMPLICE,No Image
012179371,SEPLAT PETROLEUM,"1, 9, 16, 35, 37, 39, 40, 41, 42",SEPLAT East Swamp Company Limited,No Image
012534558,ISPG INSTITUTO DO PETRÓLEO E GÁS,"16, 41, 42","Galp Energia, S.A.",https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZ5LJ5IFTCN6VF6M4KGCRSPGABG3G3J5IZ3M2BFYWM4TOR3RVD5DG
012839965,PETROLICIOUS,"9, 38, 41","Propulsion Media, LLC.",No Image
013166392,PETROLMODE,"35, 41","LUIS GUTIERREZ JIMENEZ, MARIA DEL ROSARIO LERIDA RODRIGUEZ",https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJPUWKMXC354X4GHRMRPXDASJ2QO6
013632856,Petrol,"35, 37, 39",Петрол Технолоджис ООД,No Image
013632898,Петрол Petrol,"1, 4, 35, 37, 39",Петрол Технолоджис ООД,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJPXYS7PABE3FEZXDS5WMS5K4EVMU
013632906,Petrol,"1, 4, 35, 37, 39",Петрол Технолоджис ООД,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJP3PWCV2LJPFPGBVD24JYAURH4FG
013871223,ORYX PETROLEUM,"1, 4, 36, 37, 39",The Addax and Oryx Group plc,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP2D6IUAFWEL2LIF5UHRJ7XS3UJPU625DDUP4F47N3VAFB5JKNM524
014265342,KEROPETROL,"1, 4, 35, 37, 43",KEROPETROL SPA,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP22D5TH4HWBU7ERIQHFIMFEQUQOPTRQ5ZWASA4UHSWB2GYCSIXKEW
014265359,KEROPETROL,"1, 4, 35, 37, 43",KEROPETROL SPA,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP22D5TH4HWBU7ERIQHFIMFEQUQOKJ6V3SVLD55TELWUQMLYOCBUUM
014679088,Pré-sal Petróleo,"35, 42",Empresa Brasileira de Administração de Petróleo e Gás Natural S.A - Pré-Sal Petróleo S.A - PPSA,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP22D5TH4HWBU7ERIQHFIMFEQUQOHLY6HKCKUNGLFX75GFISMYB7RA
014778393,PETROL,"3, 9, 14, 18, 25, 35",Petrol Industries B.V.,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP22D5TH4HWBU7ERIQHFIMFEQUQOHMBYMH7N23HM4KBWIRTOJD25YM
014915144,FACE PETROLEUM,"4, 43",FACE PETROLEUM SL,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKP22D5TH4HWBU7ERIQHFIMFEQUQOFVR5ZHZZXVOGNDFJ2QSEDYSIE4
015090806,ZHODA PETROLEUM,"4, 37, 40, 42",Zhoda Petroleum Ukraine AB,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZ6UO3JD7WNBUUFWG4IW56GENJK53WTHAR65Q5JEG3W3A4ZGVRYUE
015092075,EVIA PETROL MARITIME CO.,"35, 36, 39",ΕΥΒΟΙΑ ΠΕΤΡΟΛ ΝΑΥΤΙΚΗ ΕΤΑΙΡΕΙΑ,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZ6UO3JD7WNBUUFWG4IW56GENJKSGYRQ3L2SKBAR4NYQFCC4BAW44
015226764,Petrolicious,"16, 35, 41","Propulsion Media, LLC.",No Image
015226971,PETROLICIOUS,"9, 16, 35, 38, 41","Propulsion Media, LLC.",https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZ6UO3JD7WNBUUFWG4IW56GENJKVGVJ5G4LKDATJANS3QNMLZTSC2
015234768,PRÉ-SAL PETRÓLEO,"35, 42",Empresa Brasileira de Administração de Petróleo e Gás Natural S.A - Pré-Sal Petróleo S.A - PPSA,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZ6UO3JD7WNBUUFWG4IW56GENJKYVRFNWLC7ORZNMQIVAHLWKYUNW
015862295,Petrol Circus Legends from the Dust,"35, 37, 39",BAZSI-TA Kft.,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPZ6UO3JD7WNBUUFWG4IW56GENJK3IJ662KZPKTMYG2PBNOB2HG7PO
016244899,Expert Petroleum,"37, 39, 42",EXPERT PETROLEUM S.R.L.,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPYSPRVBAQOOSZM42O7SI2WJYHBCUCCFBBTGMWDOHOG2NV5QOF6IXA
016478844,PI PETROLIFERA ITALIANA,39,PETROLIFERA ITALIANA SRL,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPYSPRVBAQOOSZM42O7SI2WJYHBCYGAEZHLEPV747QADQM3B2R3ABO
017035049,API AMERICAN PETROLEUM INSTITUTE CERTIFIED MARINE DIESEL EXHAUST FLUID,1,American Petroleum Institute,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPYV7S2XYV2IHZESYS2KSFIGKWMMUIY7GFDKCDIS2BHVH6G75KOGKO
017358813,KINETIC OIL GROUP PETROL ENERGY MARINE TRADE GAS OIL,"4, 39",Αντώνης Ηλιόπουλος,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPYV7S2XYV2IHZESYS2KSFIGKWMMWT4MOZLEVW2T5W3MJBUP3DKTAI
017555831,PE Petroleum Equity,36,Petroleum Equity arl,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPYV7S2XYV2IHZESYS2KSFIGKWMMSFNNBH7OL5JBR5VOAD7XP6KR4C
017641515,italiana petroli,43,MIP S.p.A.,https://euipo.europa.eu/copla/thumbnail/GGIVU4WGEGD2LJBLYJY6ACUKPYV7S2XYV2IHZESYS2KSFIGKWMMW3HXTVRDNM2UTVYRVIVILK2DGC
