ID,brand,owner,image,NIC
7980053,NIKE,"Nike Innovate C.V., US (Združene države)",No Image,"18, 25"
9370076,NIKE AIR,"Nike Innovate C.V., US (Združene države)",https://www2.uil-sipo.si/I1/2/DC/08EF9.GIF,25
9370077,NIKE,"Nike Innovate C.V., US (Združene države)",https://www2.uil-sipo.si/I1/2/DD/08EF9.GIF,"18, 25"
200070132,NIKE,"Nike Innovate C.V., US (Združene države)",No Image,"9, 14, 28, 42"
